x,y,h
17,36,1
17,37,0
17,38,3
17,39,9
17,40,10
17,41,11
17,42,0
17,43,0
17,44,1
17,45,2
17,46,85
17,47,85
17,48,85
17,49,85
17,50,85
17,51,0
17,52,85
17,53,85
17,54,0
17,55,85
17,56,85
17,57,0
17,58,1
17,59,1
17,60,0
17,61,3
17,62,7
17,63,6
17,64,0
17,65,4
17,66,3
17,67,0
17,68,0
17,69,3
17,70,2
17,71,0
17,72,0
17,73,1
17,74,0
17,75,1
17,76,0
17,77,0
17,78,5
17,79,5
17,80,4
17,81,1
17,82,0
17,83,1
17,84,2
17,85,0
17,86,4
17,87,5
17,88,9
17,89,10
17,90,0
17,91,0
17,92,85
17,93,85
17,94,85
17,95,85
17,96,0
17,97,85
17,98,85
17,99,85
17,100,0
17,101,1
17,102,0
17,103,3
17,104,2
17,105,1
17,106,1
17,107,1
17,108,2
17,109,3
17,110,4
17,111,2
17,112,1
17,113,0
17,114,0
17,115,0
17,116,2
17,117,0
17,118,2
17,119,1
17,120,0
17,121,28
17,122,0
17,123,30
17,124,33
17,125,35
17,126,36
17,127,14
17,128,6
17,129,4
17,130,0
17,131,7
17,132,6
17,133,4
17,134,0
18,0,0
18,1,10
18,2,85
18,3,85
18,4,85
18,5,85
18,6,85
18,7,0
18,8,85
18,9,85
18,10,85
18,11,85
18,12,0
18,13,85
18,14,85
18,15,85
18,16,85
18,17,0
18,18,85
18,19,85
18,20,85
18,21,0
18,22,1
18,23,1
18,24,0
18,25,1
18,26,0
18,27,8
18,28,9
18,29,5
18,30,0
18,31,0
18,32,0
18,33,0
18,34,2
18,35,2
18,36,0
18,37,0
18,38,7
18,39,8
18,40,9
18,41,0
18,42,0
18,43,1
18,44,0
18,45,0
18,46,85
18,47,85
18,48,85
18,49,85
18,50,85
18,51,0
18,52,85
18,53,85
18,54,0
18,55,85
18,56,85
18,57,85
18,58,0
18,59,0
18,60,0
18,61,1
18,62,0
18,63,0
18,64,3
18,65,4
18,66,4
18,67,0
18,68,4
18,69,0
18,70,85
18,71,85
18,72,0
18,73,1
18,74,0
18,75,2
18,76,3
18,77,0
18,78,6
18,79,6
18,80,0
18,81,1
18,82,0
18,83,0
18,84,2
18,85,3
18,86,4
18,87,6
18,88,11
18,89,85
18,90,85
18,91,85
18,92,0
18,93,85
18,94,0
18,95,0
18,96,85
18,97,85
18,98,85
18,99,0
18,100,85
18,101,0
18,102,2
18,103,0
18,104,0
18,105,0
18,106,0
18,107,2
18,108,0
18,109,0
18,110,0
18,111,0
18,112,0
18,113,1
18,114,1
18,115,2
18,116,0
18,117,4
18,118,3
18,119,0
18,120,0
18,121,29
18,122,29
18,123,0
18,124,31
18,125,32
18,126,0
18,127,13
18,128,0
18,129,2
18,130,3
18,131,4
18,132,5
18,133,3
18,134,1
19,0,3
19,1,5
19,2,9
19,3,0
19,4,85
19,5,85
19,6,85
19,7,85
19,8,85
19,9,85
19,10,85
19,11,85
19,12,85
19,13,0
19,14,85
19,15,0
19,16,85
19,17,85
19,18,0
19,19,85
19,20,85
19,21,85
19,22,0
19,23,0
19,24,2
19,25,0
19,26,0
19,27,0
19,28,0
19,29,4
19,30,3
19,31,0
19,32,1
19,33,1
19,34,1
19,35,0
19,36,0
19,37,3
19,38,6
19,39,7
19,40,6
19,41,0
19,42,1
19,43,0
19,44,1
19,45,0
19,46,85
19,47,85
19,48,0
19,49,0
19,50,85
19,51,85
19,52,85
19,53,85
19,54,85
19,55,85
19,56,85
19,57,85
19,58,2
19,59,1
19,60,0
19,61,0
19,62,2
19,63,1
19,64,0
19,65,2
19,66,0
19,67,5
19,68,5
19,69,85
19,70,85
19,71,85
19,72,85
19,73,4
19,74,0
19,75,4
19,76,5
19,77,6
19,78,7
19,79,0
19,80,0
19,81,2
19,82,0
19,83,1
19,84,0
19,85,0
19,86,0
19,87,0
19,88,85
19,89,85
19,90,85
19,91,85
19,92,0
19,93,0
19,94,85
19,95,85
19,96,0
19,97,85
19,98,85
19,99,85
19,100,85
19,101,85
19,102,29
19,103,0
19,104,0
19,105,6
19,106,5
19,107,3
19,108,0
19,109,1
19,110,2
19,111,3
19,112,4
19,113,0
19,114,0
19,115,8
19,116,7
19,117,6
19,118,5
19,119,0
19,120,30
19,121,30
19,122,0
19,123,0
19,124,8
19,125,13
19,126,13
19,127,12
19,128,0
19,129,1
19,130,0
19,131,0
19,132,2
19,133,0
19,134,0
20,0,2
20,1,4
20,2,0
20,3,8
20,4,0
20,5,85
20,6,85
20,7,0
20,8,85
20,9,0
20,10,0
20,11,85
20,12,0
20,13,1
20,14,0
20,15,85
20,16,85
20,17,85
20,18,85
20,19,0
20,20,85
20,21,85
20,22,0
20,23,1
20,24,0
20,25,1
20,26,0
20,27,0
20,28,0
20,29,2
20,30,3
20,31,2
20,32,0
20,33,0
20,34,0
20,35,0
20,36,2
20,37,2
20,38,0
20,39,5
20,40,4
20,41,3
20,42,2
20,43,0
20,44,85
20,45,85
20,46,0
20,47,0
20,48,85
20,49,85
20,50,85
20,51,85
20,52,85
20,53,85
20,54,0
20,55,85
20,56,85
20,57,85
20,58,0
20,59,0
20,60,0
20,61,3
20,62,0
20,63,3
20,64,0
20,65,1
20,66,0
20,67,0
20,68,85
20,69,0
20,70,85
20,71,85
20,72,85
20,73,5
20,74,3
20,75,0
20,76,5
20,77,6
20,78,0
20,79,5
20,80,6
20,81,7
20,82,8
20,83,0
20,84,11
20,85,12
20,86,13
20,87,14
20,88,85
20,89,85
20,90,85
20,91,85
20,92,0
20,93,85
20,94,85
20,95,85
20,96,0
20,97,85
20,98,85
20,99,85
20,100,85
20,101,85
20,102,30
20,103,28
20,104,9
20,105,8
20,106,7
20,107,4
20,108,0
20,109,1
20,110,0
20,111,5
20,112,7
20,113,9
20,114,10
20,115,9
20,116,8
20,117,0
20,118,6
20,119,31
20,120,32
20,121,0
20,122,8
20,123,7
20,124,6
20,125,0
20,126,12
20,127,11
20,128,0
20,129,0
20,130,1
20,131,1
20,132,1
20,133,1
20,134,1
21,0,1
21,1,0
21,2,6
21,3,7
21,4,7
21,5,0
21,6,0
21,7,85
21,8,85
21,9,85
21,10,85
21,11,0
21,12,85
21,13,0
21,14,0
21,15,85
21,16,85
21,17,85
21,18,0
21,19,85
21,20,85
21,21,0
21,22,0
21,23,0
21,24,0
21,25,0
21,26,1
21,27,1
21,28,0
21,29,1
21,30,0
21,31,3
21,32,0
21,33,1
21,34,1
21,35,1
21,36,1
21,37,0
21,38,0
21,39,1
21,40,0
21,41,0
21,42,85
21,43,85
21,44,85
21,45,85
21,46,85
21,47,0
21,48,85
21,49,85
21,50,85
21,51,0
21,52,0
21,53,85
21,54,0
21,55,0
21,56,0
21,57,85
21,58,85
21,59,85
21,60,85
21,61,85
21,62,85
21,63,85
21,64,85
21,65,0
21,66,0
21,67,85
21,68,85
21,69,85
21,70,0
21,71,85
21,72,85
21,73,0
21,74,0
21,75,2
21,76,1
21,77,0
21,78,3
21,79,4
21,80,6
21,81,8
21,82,9
21,83,10
21,84,11
21,85,12
21,86,13
21,87,0
21,88,15
21,89,85
21,90,85
21,91,85
21,92,0
21,93,85
21,94,85
21,95,0
21,96,0
21,97,0
21,98,85
21,99,85
21,100,85
21,101,85
21,102,29
21,103,27
21,104,0
21,105,9
21,106,8
21,107,0
21,108,0
21,109,0
21,110,2
21,111,6
21,112,8
21,113,10
21,114,11
21,115,10
21,116,0
21,117,3
21,118,0
21,119,32
21,120,33
21,121,35
21,122,36
21,123,0
21,124,5
21,125,4
21,126,0
21,127,10
21,128,10
21,129,0
21,130,0
21,131,0
21,132,0
21,133,0
21,134,0
22,0,1
22,1,0
22,2,5
22,3,6
22,4,0
22,5,6
22,6,6
22,7,7
22,8,85
22,9,85
22,10,85
22,11,85
22,12,85
22,13,85
22,14,85
22,15,85
22,16,85
22,17,85
22,18,85
22,19,85
22,20,85
22,21,0
22,22,0
22,23,0
22,24,1
22,25,0
22,26,2
22,27,0
22,28,0
22,29,0
22,30,2
22,31,4
22,32,3
22,33,2
22,34,0
22,35,0
22,36,0
22,37,0
22,38,2
22,39,0
22,40,0
22,41,85
22,42,85
22,43,85
22,44,85
22,45,85
22,46,0
22,47,85
22,48,85
22,49,85
22,50,85
22,51,0
22,52,85
22,53,85
22,54,85
22,55,0
22,56,4
22,57,0
22,58,85
22,59,85
22,60,85
22,61,85
22,62,85
22,63,85
22,64,85
22,65,85
22,66,85
22,67,85
22,68,85
22,69,0
22,70,85
22,71,85
22,72,0
22,73,0
22,74,3
22,75,0
22,76,0
22,77,0
22,78,0
22,79,2
22,80,0
22,81,0
22,82,10
22,83,0
22,84,0
22,85,5
22,86,4
22,87,3
22,88,0
22,89,0
22,90,3
22,91,0
22,92,85
22,93,85
22,94,85
22,95,85
22,96,85
22,97,85
22,98,85
22,99,85
22,100,85
22,101,0
22,102,26
22,103,25
22,104,0
22,105,9
22,106,0
22,107,4
22,108,1
22,109,0
22,110,0
22,111,7
22,112,0
22,113,9
22,114,10
22,115,5
22,116,4
22,117,2
22,118,0
22,119,2
22,120,34
22,121,37
22,122,38
22,123,37
22,124,0
22,125,3
22,126,0
22,127,9
22,128,9
22,129,5
22,130,3
22,131,2
22,132,1
22,133,2
22,134,1
23,0,1
23,1,2
23,2,3
23,3,4
23,4,5
23,5,5
23,6,0
23,7,5
23,8,0
23,9,85
23,10,85
23,11,85
23,12,85
23,13,85
23,14,85
23,15,85
23,16,0
23,17,0
23,18,85
23,19,85
23,20,0
23,21,3
23,22,0
23,23,0
23,24,2
23,25,2
23,26,0
23,27,1
23,28,0
23,29,0
23,30,5
23,31,0
23,32,4
23,33,0
23,34,0
23,35,1
23,36,2
23,37,3
23,38,85
23,39,85
23,40,85
23,41,85
23,42,85
23,43,0
23,44,0
23,45,0
23,46,85
23,47,85
23,48,85
23,49,0
23,50,85
23,51,85
23,52,0
23,53,85
23,54,85
23,55,85
23,56,4
23,57,3
23,58,2
23,59,0
23,60,85
23,61,85
23,62,85
23,63,0
23,64,85
23,65,85
23,66,0
23,67,0
23,68,4
23,69,4
23,70,0
23,71,85
23,72,85
23,73,85
23,74,85
23,75,4
23,76,1
23,77,0
23,78,0
23,79,1
23,80,0
23,81,85
23,82,85
23,83,0
23,84,0
23,85,3
23,86,0
23,87,2
23,88,1
23,89,2
23,90,1
23,91,0
23,92,85
23,93,0
23,94,85
23,95,0
23,96,85
23,97,85
23,98,85
23,99,85
23,100,0
23,101,24
23,102,24
23,103,0
23,104,11
23,105,10
23,106,5
23,107,3
23,108,3
23,109,0
23,110,8
23,111,9
23,112,0
23,113,0
23,114,0
23,115,4
23,116,3
23,117,0
23,118,1
23,119,0
23,120,0
23,121,38
23,122,39
23,123,39
23,124,0
23,125,2
23,126,7
23,127,8
23,128,8
23,129,4
23,130,3
23,131,0
23,132,1
23,133,0
23,134,1
24,0,2
24,1,0
24,2,0
24,3,0
24,4,2
24,5,0
24,6,4
24,7,4
24,8,0
24,9,19
24,10,20
24,11,0
24,12,0
24,13,85
24,14,85
24,15,0
24,16,85
24,17,0
24,18,0
24,19,0
24,20,4
24,21,3
24,22,2
24,23,1
24,24,1
24,25,0
24,26,1
24,27,0
24,28,1
24,29,6
24,30,8
24,31,15
24,32,16
24,33,0
24,34,0
24,35,2
24,36,0
24,37,85
24,38,85
24,39,85
24,40,85
24,41,0
24,42,2
24,43,2
24,44,0
24,45,0
24,46,85
24,47,0
24,48,0
24,49,0
24,50,85
24,51,85
24,52,0
24,53,0
24,54,85
24,55,85
24,56,0
24,57,0
24,58,1
24,59,1
24,60,0
24,61,0
24,62,3
24,63,4
24,64,0
24,65,85
24,66,0
24,67,2
24,68,3
24,69,2
24,70,1
24,71,0
24,72,85
24,73,85
24,74,85
24,75,85
24,76,0
24,77,2
24,78,0
24,79,0
24,80,85
24,81,85
24,82,85
24,83,85
24,84,2
24,85,0
24,86,2
24,87,0
24,88,0
24,89,0
24,90,2
24,91,0
24,92,85
24,93,85
24,94,85
24,95,0
24,96,2
24,97,0
24,98,0
24,99,5
24,100,0
24,101,0
24,102,23
24,103,0
24,104,13
24,105,12
24,106,0
24,107,0
24,108,2
24,109,4
24,110,9
24,111,9
24,112,8
24,113,0
24,114,1
24,115,0
24,116,1
24,117,0
24,118,0
24,119,0
24,120,0
24,121,0
24,122,40
24,123,40
24,124,1
24,125,0
24,126,6
24,127,7
24,128,0
24,129,0
24,130,0
24,131,0
24,132,0
24,133,0
24,134,0
25,0,3
25,1,3
25,2,0
25,3,0
25,4,1
25,5,0
25,6,2
25,7,3
25,8,5
25,9,18
25,10,18
25,11,0
25,12,8
25,13,85
25,14,85
25,15,85
25,16,85
25,17,85
25,18,85
25,19,0
25,20,0
25,21,4
25,22,0
25,23,0
25,24,0
25,25,0
25,26,2
25,27,0
25,28,0
25,29,7
25,30,14
25,31,15
25,32,16
25,33,17
25,34,18
25,35,3
25,36,0
25,37,85
25,38,85
25,39,85
25,40,85
25,41,0
25,42,1
25,43,0
25,44,1
25,45,85
25,46,85
25,47,0
25,48,0
25,49,2
25,50,85
25,51,85
25,52,0
25,53,0
25,54,0
25,55,85
25,56,0
25,57,0
25,58,0
25,59,0
25,60,0
25,61,2
25,62,0
25,63,0
25,64,85
25,65,85
25,66,85
25,67,0
25,68,1
25,69,0
25,70,0
25,71,0
25,72,0
25,73,85
25,74,85
25,75,0
25,76,85
25,77,85
25,78,85
25,79,85
25,80,85
25,81,85
25,82,85
25,83,85
25,84,0
25,85,1
25,86,1
25,87,1
25,88,0
25,89,1
25,90,2
25,91,3
25,92,85
25,93,85
25,94,85
25,95,0
25,96,1
25,97,2
25,98,0
25,99,4
25,100,6
25,101,22
25,102,22
25,103,19
25,104,15
25,105,14
25,106,0
25,107,1
25,108,0
25,109,0
25,110,7
25,111,8
25,112,7
25,113,3
25,114,2
25,115,0
25,116,0
25,117,2
25,118,3
25,119,4
25,120,5
25,121,41
25,122,41
25,123,0
25,124,0
25,125,0
25,126,0
25,127,5
25,128,5
25,129,1
25,130,0
25,131,1
25,132,1
25,133,1
25,134,0
26,0,4
26,1,4
26,2,1
26,3,0
26,4,0
26,5,1
26,6,0
26,7,0
26,8,0
26,9,17
26,10,17
26,11,9
26,12,7
26,13,0
26,14,85
26,15,85
26,16,85
26,17,85
26,18,85
26,19,85
26,20,0
26,21,6
26,22,5
26,23,1
26,24,0
26,25,9
26,26,10
26,27,11
26,28,0
26,29,0
26,30,13
26,31,14
26,32,0
26,33,17
26,34,18
26,35,19
26,36,0
26,37,29
26,38,85
26,39,85
26,40,0
26,41,1
26,42,0
26,43,0
26,44,0
26,45,85
26,46,85
26,47,0
26,48,1
26,49,2
26,50,0
26,51,85
26,52,0
26,53,85
26,54,85
26,55,85
26,56,85
26,57,85
26,58,85
26,59,0
26,60,1
26,61,2
26,62,3
26,63,0
26,64,85
26,65,85
26,66,85
26,67,0
26,68,0
26,69,0
26,70,1
26,71,0
26,72,1
26,73,0
26,74,0
26,75,2
26,76,85
26,77,85
26,78,85
26,79,85
26,80,85
26,81,85
26,82,85
26,83,1
26,84,0
26,85,0
26,86,0
26,87,0
26,88,0
26,89,2
26,90,0
26,91,0
26,92,0
26,93,85
26,94,85
26,95,0
26,96,0
26,97,2
26,98,3
26,99,5
26,100,0
26,101,21
26,102,21
26,103,0
26,104,18
26,105,16
26,106,0
26,107,1
26,108,2
26,109,3
26,110,5
26,111,6
26,112,0
26,113,2
26,114,0
26,115,1
26,116,0
26,117,4
26,118,5
26,119,0
26,120,11
26,121,42
26,122,42
26,123,0
26,124,1
26,125,1
26,126,2
26,127,4
26,128,4
26,129,0
26,130,0
26,131,0
26,132,2
26,133,0
26,134,1
27,0,5
27,1,0
27,2,5
27,3,0
27,4,2
27,5,0
27,6,0
27,7,0
27,8,15
27,9,16
27,10,10
27,11,0
27,12,5
27,13,6
27,14,85
27,15,85
27,16,0
27,17,85
27,18,0
27,19,85
27,20,85
27,21,8
27,22,7
27,23,0
27,24,8
27,25,9
27,26,10
27,27,11
27,28,11
27,29,0
27,30,12
27,31,11
27,32,0
27,33,2
27,34,0
27,35,19
27,36,20
27,37,22
27,38,28
27,39,27
27,40,0
27,41,0
27,42,0
27,43,85
27,44,85
27,45,85
27,46,0
27,47,2
27,48,0
27,49,0
27,50,85
27,51,85
27,52,85
27,53,85
27,54,85
27,55,85
27,56,85
27,57,85
27,58,85
27,59,85
27,60,0
27,61,0
27,62,3
27,63,4
27,64,0
27,65,85
27,66,85
27,67,0
27,68,85
27,69,85
27,70,0
27,71,2
27,72,0
27,73,0
27,74,1
27,75,0
27,76,0
27,77,85
27,78,85
27,79,85
27,80,85
27,81,85
27,82,0
27,83,0
27,84,0
27,85,0
27,86,0
27,87,85
27,88,85
27,89,85
27,90,0
27,91,85
27,92,85
27,93,85
27,94,0
27,95,1
27,96,0
27,97,2
27,98,0
27,99,4
27,100,6
27,101,8
27,102,20
27,103,20
27,104,19
27,105,17
27,106,0
27,107,3
27,108,0
27,109,4
27,110,0
27,111,1
27,112,0
27,113,0
27,114,1
27,115,0
27,116,0
27,117,5
27,118,6
27,119,10
27,120,12
27,121,0
27,122,43
27,123,45
27,124,46
27,125,0
27,126,0
27,127,3
27,128,0
27,129,1
27,130,1
27,131,0
27,132,0
27,133,1
27,134,1
28,0,6
28,1,7
28,2,8
28,3,9
28,4,10
28,5,11
28,6,12
28,7,14
28,8,15
28,9,0
28,10,2
28,11,0
28,12,3
28,13,4
28,14,0
28,15,85
28,16,85
28,17,85
28,18,85
28,19,85
28,20,85
28,21,9
28,22,7
28,23,0
28,24,7
28,25,8
28,26,0
28,27,0
28,28,10
28,29,11
28,30,10
28,31,0
28,32,3
28,33,0
28,34,1
28,35,0
28,36,21
28,37,0
28,38,0
28,39,26
28,40,0
28,41,0
28,42,85
28,43,85
28,44,85
28,45,85
28,46,0
28,47,85
28,48,85
28,49,85
28,50,85
28,51,85
28,52,85
28,53,85
28,54,0
28,55,0
28,56,0
28,57,85
28,58,85
28,59,85
28,60,85
28,61,0
28,62,0
28,63,2
28,64,3
28,65,4
28,66,0
28,67,85
28,68,85
28,69,85
28,70,85
28,71,0
28,72,3
28,73,4
28,74,2
28,75,0
28,76,0
28,77,85
28,78,0
28,79,85
28,80,85
28,81,0
28,82,0
28,83,1
28,84,0
28,85,0
28,86,85
28,87,85
28,88,85
28,89,85
28,90,85
28,91,85
28,92,85
28,93,85
28,94,2
28,95,0
28,96,2
28,97,1
28,98,0
28,99,5
28,100,0
28,101,7
28,102,0
28,103,19
28,104,18
28,105,0
28,106,4
28,107,5
28,108,5
28,109,4
28,110,0
28,111,0
28,112,1
28,113,0
28,114,0
28,115,1
28,116,0
28,117,0
28,118,7
28,119,9
28,120,11
28,121,13
28,122,44
28,123,47
28,124,85
28,125,85
28,126,4
28,127,0
28,128,0
28,129,0
28,130,2
28,131,2
28,132,0
28,133,0
28,134,0
29,0,5
29,1,7
29,2,8
29,3,9
29,4,10
29,5,11
29,6,13
29,7,14
29,8,13
29,9,0
29,10,1
29,11,1
29,12,0
29,13,2
29,14,0
29,15,85
29,16,85
29,17,85
29,18,0
29,19,85
29,20,14
29,21,0
29,22,6
29,23,0
29,24,6
29,25,6
29,26,2
29,27,0
29,28,0
29,29,9
29,30,8
29,31,7
29,32,4
29,33,2
29,34,0
29,35,0
29,36,22
29,37,23
29,38,24
29,39,25
29,40,27
29,41,28
29,42,85
29,43,85
29,44,0
29,45,85
29,46,85
29,47,85
29,48,85
29,49,0
29,50,2
29,51,0
29,52,0
29,53,0
29,54,0
29,55,0
29,56,0
29,57,6
29,58,85
29,59,85
29,60,85
29,61,2
29,62,1
29,63,0
29,64,0
29,65,0
29,66,85
29,67,85
29,68,85
29,69,85
29,70,85
29,71,0
29,72,5
29,73,5
29,74,3
29,75,1
29,76,0
29,77,85
29,78,85
29,79,0
29,80,85
29,81,85
29,82,85
29,83,85
29,84,85
29,85,85
29,86,0
29,87,85
29,88,0
29,89,85
29,90,85
29,91,85
29,92,85
29,93,0
29,94,1
29,95,0
29,96,0
29,97,2
29,98,0
29,99,6
29,100,8
29,101,0
29,102,0
29,103,4
29,104,0
29,105,0
29,106,0
29,107,5
29,108,5
29,109,3
29,110,2
29,111,1
29,112,0
29,113,0
29,114,0
29,115,2
29,116,2
29,117,3
29,118,8
29,119,0
29,120,0
29,121,14
29,122,0
29,123,85
29,124,85
29,125,85
29,126,85
29,127,0
29,128,1
29,129,0
29,130,3
29,131,3
29,132,1
29,133,0
29,134,1
30,0,3
30,1,4
30,2,0
30,3,2
30,4,0
30,5,0
30,6,0
30,7,12
30,8,11
30,9,6
30,10,0
30,11,0
30,12,0
30,13,1
30,14,2
30,15,85
30,16,85
30,17,85
30,18,85
30,19,0
30,20,13
30,21,12
30,22,0
30,23,5
30,24,5
30,25,3
30,26,0
30,27,1
30,28,0
30,29,0
30,30,7
30,31,6
30,32,5
30,33,0
30,34,0
30,35,23
30,36,24
30,37,0
30,38,24
30,39,0
30,40,26
30,41,27
30,42,0
30,43,85
30,44,0
30,45,85
30,46,0
30,47,85
30,48,85
30,49,0
30,50,0
30,51,1
30,52,1
30,53,1
30,54,0
30,55,1
30,56,4
30,57,5
30,58,0
30,59,85
30,60,85
30,61,0
30,62,0
30,63,0
30,64,2
30,65,4
30,66,85
30,67,85
30,68,85
30,69,85
30,70,85
30,71,6
30,72,5
30,73,4
30,74,0
30,75,2
30,76,0
30,77,85
30,78,85
30,79,85
30,80,85
30,81,0
30,82,85
30,83,85
30,84,0
30,85,85
30,86,85
30,87,85
30,88,85
30,89,0
30,90,85
30,91,85
30,92,18
30,93,0
30,94,2
30,95,0
30,96,1
30,97,0
30,98,3
30,99,7
30,100,9
30,101,9
30,102,5
30,103,0
30,104,3
30,105,2
30,106,1
30,107,0
30,108,0
30,109,0
30,110,0
30,111,3
30,112,0
30,113,1
30,114,3
30,115,3
30,116,0
30,117,0
30,118,9
30,119,9
30,120,0
30,121,15
30,122,85
30,123,85
30,124,0
30,125,85
30,126,85
30,127,85
30,128,0
30,129,1
30,130,2
30,131,0
30,132,0
30,133,2
30,134,1
31,0,1
31,1,2
31,2,0
31,3,1
31,4,0
31,5,0
31,6,0
31,7,10
31,8,10
31,9,0
31,10,5
31,11,4
31,12,2
31,13,0
31,14,0
31,15,0
31,16,85
31,17,85
31,18,17
31,19,14
31,20,12
31,21,11
31,22,0
31,23,4
31,24,0
31,25,0
31,26,2
31,27,0
31,28,2
31,29,1
31,30,0
31,31,2
31,32,0
31,33,6
31,34,24
31,35,0
31,36,26
31,37,25
31,38,0
31,39,1
31,40,0
31,41,0
31,42,0
31,43,85
31,44,85
31,45,0
31,46,85
31,47,85
31,48,85
31,49,85
31,50,0
31,51,1
31,52,0
31,53,0
31,54,0
31,55,2
31,56,3
31,57,4
31,58,6
31,59,85
31,60,85
31,61,0
31,62,0
31,63,1
31,64,3
31,65,3
31,66,0
31,67,85
31,68,85
31,69,85
31,70,0
31,71,0
31,72,0
31,73,0
31,74,3
31,75,0
31,76,3
31,77,85
31,78,85
31,79,85
31,80,0
31,81,0
31,82,85
31,83,85
31,84,0
31,85,85
31,86,85
31,87,85
31,88,3
31,89,0
31,90,16
31,91,17
31,92,16
31,93,13
31,94,4
31,95,3
31,96,2
31,97,0
31,98,4
31,99,0
31,100,11
31,101,10
31,102,0
31,103,4
31,104,3
31,105,0
31,106,2
31,107,0
31,108,1
31,109,0
31,110,4
31,111,6
31,112,8
31,113,9
31,114,0
31,115,12
31,116,13
31,117,11
31,118,10
31,119,0
31,120,16
31,121,0
31,122,85
31,123,85
31,124,85
31,125,0
31,126,85
31,127,85
31,128,0
31,129,0
31,130,0
31,131,3
31,132,2
31,133,1
31,134,0
32,0,0
32,1,0
32,2,2
32,3,0
32,4,0
32,5,1
32,6,7
32,7,9
32,8,9
32,9,6
32,10,5
32,11,4
32,12,3
32,13,0
32,14,1
32,15,1
32,16,0
32,17,16
32,18,15
32,19,0
32,20,10
32,21,0
32,22,5
32,23,3
32,24,1
32,25,0
32,26,1
32,27,2
32,28,0
32,29,1
32,30,0
32,31,1
32,32,0
32,33,25
32,34,25
32,35,26
32,36,27
32,37,28
32,38,0
32,39,2
32,40,0
32,41,0
32,42,85
32,43,85
32,44,85
32,45,85
32,46,0
32,47,85
32,48,85
32,49,85
32,50,0
32,51,0
32,52,2
32,53,3
32,54,4
32,55,0
32,56,0
32,57,0
32,58,0
32,59,85
32,60,85
32,61,85
32,62,0
32,63,2
32,64,0
32,65,2
32,66,0
32,67,0
32,68,2
32,69,0
32,70,1
32,71,1
32,72,1
32,73,2
32,74,3
32,75,0
32,76,5
32,77,0
32,78,85
32,79,0
32,80,85
32,81,85
32,82,85
32,83,85
32,84,85
32,85,85
32,86,0
32,87,0
32,88,2
32,89,0
32,90,0
32,91,15
32,92,14
32,93,12
32,94,4
32,95,0
32,96,4
32,97,5
32,98,0
32,99,13
32,100,12
32,101,11
32,102,6
32,103,5
32,104,0
32,105,0
32,106,3
32,107,3
32,108,2
32,109,3
32,110,5
32,111,7
32,112,9
32,113,10
32,114,11
32,115,12
32,116,13
32,117,12
32,118,0
32,119,17
32,120,85
32,121,85
32,122,85
32,123,85
32,124,85
32,125,85
32,126,85
32,127,85
32,128,0
32,129,1
32,130,3
32,131,4
32,132,0
32,133,0
32,134,0
33,0,1
33,1,0
33,2,3
33,3,4
33,4,5
33,5,6
33,6,0
33,7,8
33,8,7
33,9,0
33,10,2
33,11,0
33,12,2
33,13,2
33,14,0
33,15,0
33,16,6
33,17,7
33,18,9
33,19,9
33,20,8
33,21,6
33,22,4
33,23,2
33,24,0
33,25,0
33,26,3
33,27,0
33,28,1
33,29,0
33,30,0
33,31,85
33,32,85
33,33,85
33,34,0
33,35,0
33,36,85
33,37,85
33,38,85
33,39,85
33,40,85
33,41,0
33,42,85
33,43,85
33,44,0
33,45,85
33,46,85
33,47,85
33,48,85
33,49,85
33,50,85
33,51,3
33,52,0
33,53,4
33,54,5
33,55,5
33,56,0
33,57,0
33,58,85
33,59,85
33,60,0
33,61,85
33,62,85
33,63,3
33,64,0
33,65,2
33,66,1
33,67,0
33,68,1
33,69,0
33,70,1
33,71,0
33,72,0
33,73,2
33,74,0
33,75,4
33,76,6
33,77,85
33,78,85
33,79,85
33,80,85
33,81,0
33,82,85
33,83,85
33,84,85
33,85,0
33,86,1
33,87,2
33,88,1
33,89,0
33,90,9
33,91,10
33,92,11
33,93,0
33,94,2
33,95,0
33,96,5
33,97,6
33,98,14
33,99,14
33,100,13
33,101,0
33,102,0
33,103,6
33,104,7
33,105,8
33,106,4
33,107,0
33,108,0
33,109,4
33,110,0
33,111,6
33,112,8
33,113,10
33,114,11
33,115,0
33,116,0
33,117,4
33,118,13
33,119,85
33,120,85
33,121,85
33,122,85
33,123,85
33,124,85
33,125,85
33,126,85
33,127,0
33,128,0
33,129,2
33,130,4
33,131,0
33,132,5
33,133,2
33,134,1
34,0,2
34,1,3
34,2,0
34,3,6
34,4,7
34,5,0
34,6,6
34,7,5
34,8,4
34,9,0
34,10,1
34,11,0
34,12,1
34,13,0
34,14,3
34,15,0
34,16,5
34,17,6
34,18,0
34,19,8
34,20,7
34,21,5
34,22,0
34,23,0
34,24,0
34,25,4
34,26,3
34,27,2
34,28,0
34,29,0
34,30,85
34,31,85
34,32,85
34,33,85
34,34,85
34,35,85
34,36,85
34,37,85
34,38,0
34,39,85
34,40,85
34,41,85
34,42,0
34,43,85
34,44,85
34,45,85
34,46,85
34,47,85
34,48,85
34,49,0
34,50,85
34,51,85
34,52,0
34,53,5
34,54,0
34,55,6
34,56,7
34,57,85
34,58,85
34,59,85
34,60,0
34,61,85
34,62,0
34,63,85
34,64,4
34,65,2
34,66,0
34,67,0
34,68,1
34,69,0
34,70,1
34,71,0
34,72,0
